Version,ResponseTimestamp (ServiceDelivery),ProducerRef,ResponseTimestamp (VehicleMonitoringDelivery),RequestMessageRef,ValidUntil,ShortestPossibleCycle,RecordedAtTime,ItemIdentifier,ValidUntilTime,LineRef,DirectionRef,DataFrameRef,DatedVehicleJourneyRef,PublishedLineName,OperatorRef,OriginRef,OriginName,DestinationRef,DestinationName,OriginAimedDepartureTime,Longitude,Latitude,Bearing,VehicleRef,BlockRef,DriverRef
2.0,2026-07-10T18:46:08.738000+00:00,DepartmentForTransport,2026-07-10T18:46:08.738000+00:00,830f087b-99c1-4727-98d5-857e0c2d5b2f,2026-07-10T18:51:08.738000+00:00,PT5S,2026-07-10T18:45:49+00:00,05f9895b-d388-4aa2-bf66-e769251d9fdd,2026-07-10T18:51:08.738000+00:00,35,inbound,2026-07-10,4086,35,OXBC,340000078HS,Abingdon_Town_Centre__High_Street,340002072E3,Oxford_City_Centre__Westgate,2026-07-10T18:43:00+00:00,-1.284648,51.670162,-,80418,13047,-
2.0,2026-07-10T18:46:08.738000+00:00,DepartmentForTransport,2026-07-10T18:46:08.738000+00:00,830f087b-99c1-4727-98d5-857e0c2d5b2f,2026-07-10T18:51:08.738000+00:00,PT5S,2026-07-10T18:45:54+00:00,0e8076b5-c5da-4a2a-b7e9-b13d3167a1cc,2026-07-10T18:51:08.738000+00:00,32,inbound,2026-07-10,4098,32,CSLB,040000003206,Micklefield_Estate__Woodside_Road,040000003385,Cressex__Empire_Cinema,2026-07-10T18:35:00+00:00,-0.724645,51.623763,291.0,80890,450092,-
2.0,2026-07-10T18:46:08.738000+00:00,DepartmentForTransport,2026-07-10T18:46:08.738000+00:00,830f087b-99c1-4727-98d5-857e0c2d5b2f,2026-07-10T18:51:08.738000+00:00,PT5S,2026-07-10T17:24:06+00:00,5da70eab-239b-44cf-8e3e-7b9b8dbb43c1,2026-07-10T18:51:08.738000+00:00,X40,inbound,2026-07-10,4578,X40,THTR,039028140003,Reading_Town_Centre__Station_Road,340000963MB,Wallingford__Market_Place,2026-07-10T16:35:00+00:00,-1.124854,51.600021,-,80928,450189,-
2.0,2026-07-10T18:46:08.738000+00:00,DepartmentForTransport,2026-07-10T18:46:08.738000+00:00,830f087b-99c1-4727-98d5-857e0c2d5b2f,2026-07-10T18:51:08.738000+00:00,PT5S,2026-07-10T15:47:57+00:00,21038ebb-370c-488e-b930-1ee0557f1622,2026-07-10T18:51:08.738000+00:00,35,inbound,2026-07-10,4066,35,OXBC,340000078HS,Abingdon_Town_Centre__High_Street,340002072E3,Oxford_City_Centre__Westgate,2026-07-10T15:06:00+00:00,-1.261785,51.750493,-,80493,14210,-
2.0,2026-07-10T18:46:08.738000+00:00,DepartmentForTransport,2026-07-10T18:46:08.738000+00:00,830f087b-99c1-4727-98d5-857e0c2d5b2f,2026-07-10T18:51:08.738000+00:00,PT5S,2026-07-10T06:26:47+00:00,a2c80805-6432-45db-b164-a6d3091f88ab,2026-07-10T18:51:08.738000+00:00,X36,outbound,2026-07-10,4007,X36,THTR,340021033LOC,Didcot__Tesco_Depot,3400WAN02NOR,Charlton__Seymore_Crescent,2026-07-10T05:55:00+00:00,-1.241968,51.61059,-,80914,8179,-
2.0,2026-07-10T18:46:08.738000+00:00,DepartmentForTransport,2026-07-10T18:46:08.738000+00:00,830f087b-99c1-4727-98d5-857e0c2d5b2f,2026-07-10T18:51:08.738000+00:00,PT5S,2026-07-10T18:46:03+00:00,4f01fa9b-61a3-4e4d-b678-9a69a7058d8b,2026-07-10T18:51:08.738000+00:00,700,inbound,2026-07-10,4158,700,OXBC,340001345OBR,Kidlington__Churchill_Road,340001233OMO,Blackbird_Leys__The_Blackbird,2026-07-10T18:00:00+00:00,-1.216328,51.751515,95.0,80733,13238,-
2.0,2026-07-10T18:46:08.738000+00:00,DepartmentForTransport,2026-07-10T18:46:08.738000+00:00,830f087b-99c1-4727-98d5-857e0c2d5b2f,2026-07-10T18:51:08.738000+00:00,PT5S,2026-07-10T18:14:56+00:00,ceb22013-8eef-42d6-b480-e2cd7f3f81b8,2026-07-10T18:51:08.738000+00:00,X9,outbound,2026-07-10,4018,X9,PULH,340000831BUT,Witney__Market_Square,340000201WSB,Chipping_Norton__West_Street,2026-07-10T17:30:00+00:00,-1.546139,51.940005,-,80549,50471,-
2.0,2026-07-10T18:46:08.738000+00:00,DepartmentForTransport,2026-07-10T18:46:08.738000+00:00,830f087b-99c1-4727-98d5-857e0c2d5b2f,2026-07-10T18:51:08.738000+00:00,PT5S,2026-07-10T16:45:00+00:00,f1cee0a0-a6c4-4e7f-9a57-56ead03abf06,2026-07-10T18:51:08.738000+00:00,21,outbound,2026-07-10,4035,21,OXBC,340000093BP5,Bicester_Town_Centre__Pioneer_Square,340000093BP5,Bicester_Town_Centre__Pioneer_Square,2026-07-10T16:25:00+00:00,-1.153274,51.897914,-,80598,14133,-
2.0,2026-07-10T18:46:08.738000+00:00,DepartmentForTransport,2026-07-10T18:46:08.738000+00:00,830f087b-99c1-4727-98d5-857e0c2d5b2f,2026-07-10T18:51:08.738000+00:00,PT5S,2026-07-10T18:45:48+00:00,1c5117b6-1dd1-4010-994c-cb0c63587db3,2026-07-10T18:51:08.738000+00:00,3A,outbound,2026-07-10,4197,3A,OXBC,340000006R6,Oxford_City_Centre__Railway_Station,340000340KAS,Littlemore__Kassam_Stadium,2026-07-10T18:20:00+00:00,-1.224009,51.723393,184.0,80764,12365,-
2.0,2026-07-10T18:46:08.738000+00:00,DepartmentForTransport,2026-07-10T18:46:08.738000+00:00,830f087b-99c1-4727-98d5-857e0c2d5b2f,2026-07-10T18:51:08.738000+00:00,PT5S,2026-07-10T17:48:53+00:00,2c9bd745-40b6-4117-acda-e507eabd7763,2026-07-10T18:51:08.738000+00:00,34,inbound,2026-07-10,4046,34,CSLB,040000003563,Lane_End__Simmons_Way,040000003442,High_Wycombe__Olympic_Way,2026-07-10T16:55:00+00:00,-0.717661,51.626637,47.0,80537,100813,-
2.0,2026-07-10T18:46:08.738000+00:00,DepartmentForTransport,2026-07-10T18:46:08.738000+00:00,830f087b-99c1-4727-98d5-857e0c2d5b2f,2026-07-10T18:51:08.738000+00:00,PT5S,2026-07-10T18:45:54+00:00,f6fd8cab-c293-431f-8c06-a8519f0a7084,2026-07-10T18:51:08.738000+00:00,37,outbound,2026-07-10,4085,37,CSLB,040000002961,High_Wycombe__Bus_Station,036006216216,Windsor_Town_Centre__Parish_Church,2026-07-10T19:20:00+00:00,-0.756589,51.631411,-,80457,80126,-
2.0,2026-07-10T18:46:08.738000+00:00,DepartmentForTransport,2026-07-10T18:46:08.738000+00:00,830f087b-99c1-4727-98d5-857e0c2d5b2f,2026-07-10T18:51:08.738000+00:00,PT5S,2026-07-10T18:45:58+00:00,b2ba77f3-60f1-4655-8e65-997f55fab250,2026-07-10T18:51:08.738000+00:00,36,inbound,2026-07-10,4086,36,CSLB,040000003838,Bourne_End__Railway_Station,040000002961,High_Wycombe__Bus_Station,2026-07-10T18:25:00+00:00,-0.749747,51.627201,27.0,80455,100740,-
2.0,2026-07-10T18:46:08.738000+00:00,DepartmentForTransport,2026-07-10T18:46:08.738000+00:00,830f087b-99c1-4727-98d5-857e0c2d5b2f,2026-07-10T18:51:08.738000+00:00,PT5S,2026-07-10T17:32:21+00:00,600fbf3a-dcca-4363-869f-64b23156186e,2026-07-10T18:51:08.738000+00:00,CS1,anticlockwise,2026-07-10,1745,CS1,OXBC,340000006R6,Oxford_City_Centre__Railway_Station,340000006R6,Oxford_City_Centre__Railway_Station,2026-07-10T16:45:00+00:00,-1.259631,51.756872,165.0,80295,14352,-
2.0,2026-07-10T18:46:08.738000+00:00,DepartmentForTransport,2026-07-10T18:46:08.738000+00:00,830f087b-99c1-4727-98d5-857e0c2d5b2f,2026-07-10T18:51:08.738000+00:00,PT5S,2026-07-10T18:45:56+00:00,ffdbfd15-7533-48ea-8ffc-569fc5557201,2026-07-10T18:51:08.738000+00:00,500,inbound,2026-07-10,4142,500,OXBC,340002072E5,Oxford_City_Centre__Westgate,340001259OUT,Cowley__Car_Factory_Gate,2026-07-10T18:25:00+00:00,-1.212007,51.734311,121.0,80290,13925,-
2.0,2026-07-10T18:46:08.738000+00:00,DepartmentForTransport,2026-07-10T18:46:08.738000+00:00,830f087b-99c1-4727-98d5-857e0c2d5b2f,2026-07-10T18:51:08.738000+00:00,PT5S,2026-07-10T11:11:44+00:00,fbc5c47c-fa9c-4677-a35b-6f8331e58c65,2026-07-10T18:51:08.738000+00:00,45,outbound,2026-07-10,4011,45,OXBC,340000078SW,Abingdon_Town_Centre__Stratton_Way,340001256OPN,Cowley__Templars_Square,2026-07-10T09:52:00+00:00,-1.211425,51.656683,-,80667,13872,-
2.0,2026-07-10T18:46:08.738000+00:00,DepartmentForTransport,2026-07-10T18:46:08.738000+00:00,830f087b-99c1-4727-98d5-857e0c2d5b2f,2026-07-10T18:51:08.738000+00:00,PT5S,2026-07-10T18:33:58+00:00,df814326-ab5f-4ba7-8ab3-12bfc3f6bdfe,2026-07-10T18:51:08.738000+00:00,600,outbound,2026-07-10,4049,600,OXBC,340000007R7,Oxford_City_Centre__Frideswide_Square,340000009PR3,Thornhill__Thornhill_Park_and_Ride,2026-07-10T16:50:00+00:00,-1.180792,51.761448,359.0,80782,14366,-
2.0,2026-07-10T18:46:08.738000+00:00,DepartmentForTransport,2026-07-10T18:46:08.738000+00:00,830f087b-99c1-4727-98d5-857e0c2d5b2f,2026-07-10T18:51:08.738000+00:00,PT5S,2026-07-10T18:13:21+00:00,3957755d-ede9-46a8-a148-c45c71a287d6,2026-07-10T18:51:08.738000+00:00,300,outbound,2026-07-10,4137,300,OXBC,340000418PR,Oxford__Redbridge_Park_and_Ride,340000420PR,Oxford__Pear_Tree_Park_and_Ride,2026-07-10T17:45:00+00:00,-1.282553,51.793711,35.0,80769,13260,-
2.0,2026-07-10T18:46:08.738000+00:00,DepartmentForTransport,2026-07-10T18:46:08.738000+00:00,830f087b-99c1-4727-98d5-857e0c2d5b2f,2026-07-10T18:51:08.738000+00:00,PT5S,2026-07-10T17:48:46+00:00,a4515c3b-6714-4f0a-9d65-eb0ca8be1990,2026-07-10T18:51:08.738000+00:00,L,outbound,2026-07-10,4051,L,PULH,1600GLA461,Leckhampton__Pilley_Lane,1600GL1056,Hesters_Way__Coronation_Square_Shops,2026-07-10T17:20:00+00:00,-2.073671,51.901753,-,80499,50601,-
2.0,2026-07-10T18:46:08.738000+00:00,DepartmentForTransport,2026-07-10T18:46:08.738000+00:00,830f087b-99c1-4727-98d5-857e0c2d5b2f,2026-07-10T18:51:08.738000+00:00,PT5S,2026-07-10T13:14:17+00:00,6cac323b-bab3-455a-bc90-eeaf72145248,2026-07-10T18:51:08.738000+00:00,X9,outbound,2026-07-10,4012,X9,PULH,340003097SAB,Witney__Sainsburys,340000201WSB,Chipping_Norton__West_Street,2026-07-10T12:10:00+00:00,-1.546018,51.940197,7.0,80520,50394,-
2.0,2026-07-10T18:46:08.738000+00:00,DepartmentForTransport,2026-07-10T18:46:08.738000+00:00,830f087b-99c1-4727-98d5-857e0c2d5b2f,2026-07-10T18:51:08.738000+00:00,PT5S,2026-07-10T18:45:57+00:00,a623d1a4-edc5-4b1c-90ec-f27948808761,2026-07-10T18:51:08.738000+00:00,3,inbound,2026-07-10,4030,3,CSLB,036006042042,Maidenhead__Highfield_Lane,036006009010,Maidenhead_Town_Centre__Frascati_Way,2026-07-10T18:31:00+00:00,-0.724071,51.521502,161.0,80530,100954,-
2.0,2026-07-10T18:46:08.738000+00:00,DepartmentForTransport,2026-07-10T18:46:08.738000+00:00,830f087b-99c1-4727-98d5-857e0c2d5b2f,2026-07-10T18:51:08.738000+00:00,PT5S,2026-07-10T18:45:48+00:00,7fe2bac4-c8bb-41d3-81a0-d038e821d862,2026-07-10T18:51:08.738000+00:00,OXF,inbound,2026-07-10,7086,OXF,OXBC,490008016CS,Heathrow_Airport__Heathrow_Central_Bus_Station,34000000005,Oxford_City_Centre__Gloucester_Green_Bus_Station,2026-07-10T17:55:00+00:00,-0.828431,51.625079,284.0,80036,14103,-
2.0,2026-07-10T18:46:08.738000+00:00,DepartmentForTransport,2026-07-10T18:46:08.738000+00:00,830f087b-99c1-4727-98d5-857e0c2d5b2f,2026-07-10T18:51:08.738000+00:00,PT5S,2026-07-10T18:46:05+00:00,b7d53fe6-002a-4594-924d-14f0350f47c5,2026-07-10T18:51:08.738000+00:00,600,inbound,2026-07-10,4056,600,OXBC,340000009PR3,Thornhill__Thornhill_Park_and_Ride,340000418PR,Oxford__Redbridge_Park_and_Ride,2026-07-10T18:05:00+00:00,-1.201306,51.744357,209.0,80758,14199,-
2.0,2026-07-10T18:46:08.738000+00:00,DepartmentForTransport,2026-07-10T18:46:08.738000+00:00,830f087b-99c1-4727-98d5-857e0c2d5b2f,2026-07-10T18:51:08.738000+00:00,PT5S,2026-07-10T14:35:17+00:00,373f0d47-0f63-4583-840f-0a95d746a02d,2026-07-10T18:51:08.738000+00:00,ST2,inbound,2026-07-10,4018,ST2,OXBC,340000849UFS,Wytham__Field_Station,340000008JR3,John_Radcliffe_Hospital__JR_Hospital_Main_Entrance,2026-07-10T14:00:00+00:00,-1.258486,51.754205,-,80511,14003,-
2.0,2026-07-10T18:46:08.738000+00:00,DepartmentForTransport,2026-07-10T18:46:08.738000+00:00,830f087b-99c1-4727-98d5-857e0c2d5b2f,2026-07-10T18:51:08.738000+00:00,PT5S,2026-07-10T18:30:09+00:00,d7f0ca22-b3a8-47da-bd7e-886fbe57ce48,2026-07-10T18:51:08.738000+00:00,300,inbound,2026-07-10,4136,300,OXBC,340000420PR,Oxford__Pear_Tree_Park_and_Ride,340000418PR,Oxford__Redbridge_Park_and_Ride,2026-07-10T18:00:00+00:00,-1.248592,51.72948,-,80791,11343,-
2.0,2026-07-10T18:46:08.738000+00:00,DepartmentForTransport,2026-07-10T18:46:08.738000+00:00,830f087b-99c1-4727-98d5-857e0c2d5b2f,2026-07-10T18:51:08.738000+00:00,PT5S,2026-07-10T18:30:41+00:00,1deaee32-72ae-46a8-b500-c40d7cb39702,2026-07-10T18:51:08.738000+00:00,OXF,inbound,2026-07-10,7078,OXF,OXBC,4400CY0361,Gatwick_Airport__South_Terminal_Coach_Station,34000000005,Oxford_City_Centre__Gloucester_Green_Bus_Station,2026-07-10T15:20:00+00:00,-1.261001,51.748429,-,80025,13297,-
2.0,2026-07-10T18:46:08.738000+00:00,DepartmentForTransport,2026-07-10T18:46:08.738000+00:00,830f087b-99c1-4727-98d5-857e0c2d5b2f,2026-07-10T18:51:08.738000+00:00,PT5S,2026-07-10T18:45:45+00:00,088a5293-353c-4abe-a4ac-72b135fceaa4,2026-07-10T18:51:08.738000+00:00,1,outbound,2026-07-10,4125,1,CSLB,040000002956,High_Wycombe__High_Wycombe_BusStn,210021413007,Hemel_Hempstead__Marlowes,2026-07-10T18:00:00+00:00,-0.602398,51.677018,215.0,80893,80307,-
2.0,2026-07-10T18:46:08.738000+00:00,DepartmentForTransport,2026-07-10T18:46:08.738000+00:00,830f087b-99c1-4727-98d5-857e0c2d5b2f,2026-07-10T18:51:08.738000+00:00,PT5S,2026-07-10T17:45:21+00:00,0cb68c7b-1cad-4a15-9782-f485dccbbe16,2026-07-10T18:51:08.738000+00:00,X32,outbound,2026-07-10,4071,X32,THTR,340000008JR2,John_Radcliffe_Hospital__JR_Hospital_Main_Entrance,340021032SCH,Didcot__Cockcroft_Road_Shops,2026-07-10T16:13:00+00:00,-1.248378,51.598646,210.0,80901,8185,-
2.0,2026-07-10T18:46:08.738000+00:00,DepartmentForTransport,2026-07-10T18:46:08.738000+00:00,830f087b-99c1-4727-98d5-857e0c2d5b2f,2026-07-10T18:51:08.738000+00:00,PT5S,2026-07-10T18:18:49+00:00,76737fcb-4385-4291-948d-c75ce8e17281,2026-07-10T18:51:08.738000+00:00,X36,inbound,2026-07-10,4048,X36,THTR,3400WAN02SOU,Charlton__Seymore_Crescent,340021033COL,Didcot__Tesco_Depot,2026-07-10T17:11:00+00:00,-1.246036,51.622634,-,80971,8350,-
2.0,2026-07-10T18:46:08.738000+00:00,DepartmentForTransport,2026-07-10T18:46:08.738000+00:00,830f087b-99c1-4727-98d5-857e0c2d5b2f,2026-07-10T18:51:08.738000+00:00,PT5S,2026-07-10T17:12:02+00:00,5a206289-94d9-4abd-8c93-18c86c6daf4c,2026-07-10T18:51:08.738000+00:00,CS1,anticlockwise,2026-07-10,1715,CS1,OXBC,340000006R6,Oxford_City_Centre__Railway_Station,340000006R6,Oxford_City_Centre__Railway_Station,2026-07-10T16:15:00+00:00,-1.263196,51.753362,-,80291,14353,-
2.0,2026-07-10T18:46:08.738000+00:00,DepartmentForTransport,2026-07-10T18:46:08.738000+00:00,830f087b-99c1-4727-98d5-857e0c2d5b2f,2026-07-10T18:51:08.738000+00:00,PT5S,2026-07-10T18:45:53+00:00,5fa52c94-ace5-41e5-9ac3-cfb9ce515328,2026-07-10T18:51:08.738000+00:00,X1,outbound,2026-07-10,4053,X1,OXBC,340000006R3,Oxford_City_Centre__Railway_Station,340000789MPB,Wantage__Market_Place,2026-07-10T17:30:00+00:00,-1.431118,51.592491,197.0,80634,14098,-
2.0,2026-07-10T18:46:08.738000+00:00,DepartmentForTransport,2026-07-10T18:46:08.738000+00:00,830f087b-99c1-4727-98d5-857e0c2d5b2f,2026-07-10T18:51:08.738000+00:00,PT5S,2026-07-10T18:14:25+00:00,f7f70413-3adb-45b0-9462-7ef764e89155,2026-07-10T18:51:08.738000+00:00,700,inbound,2026-07-10,4154,700,OXBC,340001345OBR,Kidlington__Churchill_Road,340001230ERB,Blackbird_Leys__Sandy_Lane_West,2026-07-10T17:30:00+00:00,-1.219265,51.763006,-,80706,13904,-
2.0,2026-07-10T18:46:08.738000+00:00,DepartmentForTransport,2026-07-10T18:46:08.738000+00:00,830f087b-99c1-4727-98d5-857e0c2d5b2f,2026-07-10T18:51:08.738000+00:00,PT5S,2026-07-10T18:45:48+00:00,e5296277-330b-4e9e-9164-cf39118dbc8b,2026-07-10T18:51:08.738000+00:00,OXF,inbound,2026-07-10,7098,OXF,OXBC,4400CY0361,Gatwick_Airport__South_Terminal_Coach_Station,34000000005,Oxford_City_Centre__Gloucester_Green_Bus_Station,2026-07-10T19:20:00+00:00,-0.155173,51.155645,-,80029,14007,-
2.0,2026-07-10T18:46:08.738000+00:00,DepartmentForTransport,2026-07-10T18:46:08.738000+00:00,830f087b-99c1-4727-98d5-857e0c2d5b2f,2026-07-10T18:51:08.738000+00:00,PT5S,2026-07-10T18:45:50+00:00,37239e0d-c8d8-4483-8e06-91aef27cd4e3,2026-07-10T18:51:08.738000+00:00,100,inbound,2026-07-10,4160,100,OXBC,340000008JR3,John_Radcliffe_Hospital__JR_Hospital_Main_Entrance,340001989S1,Oxford_City_Centre__Speedwell_Street,2026-07-10T18:50:00+00:00,-1.219342,51.762647,-,80702,14184,-
2.0,2026-07-10T18:46:08.738000+00:00,DepartmentForTransport,2026-07-10T18:46:08.738000+00:00,830f087b-99c1-4727-98d5-857e0c2d5b2f,2026-07-10T18:51:08.738000+00:00,PT5S,2026-07-10T17:20:11+00:00,fe6559dc-a236-4303-b682-a286e0d1e59f,2026-07-10T18:51:08.738000+00:00,3A,outbound,2026-07-10,4179,3A,OXBC,340000006R6,Oxford_City_Centre__Railway_Station,340000340KAS,Littlemore__Kassam_Stadium,2026-07-10T16:50:00+00:00,-1.20943,51.715804,-,80746,14004,-
2.0,2026-07-10T18:46:08.738000+00:00,DepartmentForTransport,2026-07-10T18:46:08.738000+00:00,830f087b-99c1-4727-98d5-857e0c2d5b2f,2026-07-10T18:51:08.738000+00:00,PT5S,2026-07-10T18:45:47+00:00,d4fdbd0d-6fbd-4831-9651-71ffd75930b3,2026-07-10T18:51:08.738000+00:00,106,outbound,2026-07-10,4025,106,CSLB,040000002466,Chalfont_Common__Chesham_Lane,03700340,Slough_Town_Centre__Wellington_Street_Stop_H,2026-07-10T18:10:00+00:00,-0.574162,51.523084,277.0,80215,101023,-
2.0,2026-07-10T18:46:08.738000+00:00,DepartmentForTransport,2026-07-10T18:46:08.738000+00:00,830f087b-99c1-4727-98d5-857e0c2d5b2f,2026-07-10T18:51:08.738000+00:00,PT5S,2026-07-10T17:49:45+00:00,fdca383d-168b-42f1-a050-a308cd85692a,2026-07-10T18:51:08.738000+00:00,801,outbound,2026-07-10,4003,801,PULH,1600GL563,Bourton_on_the_Water__Edinburgh_Wool_Shop,340000201WSB,Chipping_Norton__West_Street,2026-07-10T05:40:00+00:00,-2.004045,51.817884,-,3111,9016,-
2.0,2026-07-10T18:46:08.738000+00:00,DepartmentForTransport,2026-07-10T18:46:08.738000+00:00,830f087b-99c1-4727-98d5-857e0c2d5b2f,2026-07-10T18:51:08.738000+00:00,PT5S,2026-07-10T08:07:14+00:00,03c3204d-0fd0-4c6c-b501-a1ff89c1c6cc,2026-07-10T18:51:08.738000+00:00,801,inbound,2026-07-10,4008,801,PULH,340000201WSC,Chipping_Norton__West_Street,1600GLA06133,Cheltenham__Royal_Well_Bus_Station,2026-07-10T06:40:00+00:00,-1.756191,51.887114,-,80373,9016,-
2.0,2026-07-10T18:46:08.738000+00:00,DepartmentForTransport,2026-07-10T18:46:08.738000+00:00,830f087b-99c1-4727-98d5-857e0c2d5b2f,2026-07-10T18:51:08.738000+00:00,PT5S,2026-07-10T18:15:47+00:00,96ac87d0-7437-4eb0-9db3-071753fc770a,2026-07-10T18:51:08.738000+00:00,458,inbound,2026-07-10,4050,458,CSLB,490000246O,Uxbridge__Uxbridge_Station,03700340,Slough_Town_Centre__Wellington_Street_Stop_H,2026-07-10T17:40:00+00:00,-0.590492,51.509892,-,80887,80201,-
2.0,2026-07-10T18:46:08.738000+00:00,DepartmentForTransport,2026-07-10T18:46:08.738000+00:00,830f087b-99c1-4727-98d5-857e0c2d5b2f,2026-07-10T18:51:08.738000+00:00,PT5S,2026-07-10T18:46:00+00:00,6d57f9a4-8b1e-48a4-bd5e-588386ac7820,2026-07-10T18:51:08.738000+00:00,400,inbound,2026-07-10,4146,400,OXBC,340000006R6,Oxford_City_Centre__Railway_Station,340000749OPP,Thame__Town_Hall,2026-07-10T17:40:00+00:00,-1.096878,51.739503,-,80750,13947,-
2.0,2026-07-10T18:46:08.738000+00:00,DepartmentForTransport,2026-07-10T18:46:08.738000+00:00,830f087b-99c1-4727-98d5-857e0c2d5b2f,2026-07-10T18:51:08.738000+00:00,PT5S,2026-07-10T18:36:53+00:00,e3131d15-59f2-46af-b5ab-a5b8411ebbcf,2026-07-10T18:51:08.738000+00:00,802,outbound,2026-07-10,4035,802,PULH,160000214,Bourton_on_the_Water__Pulhams_Bus_Depot,160000214,Bourton_on_the_Water__Pulhams_Bus_Depot,2026-07-10T18:02:00+00:00,-1.759381,51.892508,326.0,80589,50443,-
2.0,2026-07-10T18:46:08.738000+00:00,DepartmentForTransport,2026-07-10T18:46:08.738000+00:00,830f087b-99c1-4727-98d5-857e0c2d5b2f,2026-07-10T18:51:08.738000+00:00,PT5S,2026-07-10T18:30:52+00:00,62bba198-92de-4a4f-be31-9f0b7cc23fd1,2026-07-10T18:51:08.738000+00:00,X3,inbound,2026-07-10,4082,X3,OXBC,340000078HS,Abingdon_Town_Centre__High_Street,340001330RBT,Barton__Underhill_Circus,2026-07-10T17:21:00+00:00,-1.194991,51.767586,99.0,80962,13856,-
2.0,2026-07-10T18:46:08.738000+00:00,DepartmentForTransport,2026-07-10T18:46:08.738000+00:00,830f087b-99c1-4727-98d5-857e0c2d5b2f,2026-07-10T18:51:08.738000+00:00,PT5S,2026-07-10T18:36:57+00:00,5958c387-07ed-48a7-b2b3-936067c04488,2026-07-10T18:51:08.738000+00:00,41,inbound,2026-07-10,4030,41,CSLB,040000002153,Amersham__Amersham_Station,040000002955,High_Wycombe__High_Wycombe_BusStn,2026-07-10T17:30:00+00:00,-0.75675,51.631289,-,80826,101033,-
2.0,2026-07-10T18:46:08.738000+00:00,DepartmentForTransport,2026-07-10T18:46:08.738000+00:00,830f087b-99c1-4727-98d5-857e0c2d5b2f,2026-07-10T18:51:08.738000+00:00,PT5S,2026-07-10T18:45:59+00:00,49409b84-4718-4c0c-b82a-bfb76b539063,2026-07-10T18:51:08.738000+00:00,X32,inbound,2026-07-10,4082,X32,THTR,340023003NO,Didcot__Edwin_Road,340000008JR2,John_Radcliffe_Hospital__JR_Hospital_Main_Entrance,2026-07-10T18:12:00+00:00,-1.239565,51.608123,15.0,3115,1997,-
2.0,2026-07-10T18:46:08.738000+00:00,DepartmentForTransport,2026-07-10T18:46:08.738000+00:00,830f087b-99c1-4727-98d5-857e0c2d5b2f,2026-07-10T18:51:08.738000+00:00,PT5S,2026-07-10T18:45:50+00:00,b955eefb-48be-48a5-9fc6-f8093c3d26d3,2026-07-10T18:51:08.738000+00:00,8,inbound,2026-07-10,4112,8,OXBC,340000015FOX,Barton__Edgecombe_Road,340002072E2,Oxford_City_Centre__Westgate,2026-07-10T18:20:00+00:00,-1.238577,51.750933,234.0,80725,14196,-
2.0,2026-07-10T18:46:08.738000+00:00,DepartmentForTransport,2026-07-10T18:46:08.738000+00:00,830f087b-99c1-4727-98d5-857e0c2d5b2f,2026-07-10T18:51:08.738000+00:00,PT5S,2026-07-10T18:45:44+00:00,a7bf1549-fe42-41d7-87cf-2da71466b6d1,2026-07-10T18:51:08.738000+00:00,33,outbound,2026-07-10,4069,33,THTR,340000078HS,Abingdon_Town_Centre__High_Street,340000963MB,Wallingford__Market_Place,2026-07-10T18:43:00+00:00,-1.284804,51.67141,-,80661,8220,-
2.0,2026-07-10T18:46:08.738000+00:00,DepartmentForTransport,2026-07-10T18:46:08.738000+00:00,830f087b-99c1-4727-98d5-857e0c2d5b2f,2026-07-10T18:51:08.738000+00:00,PT5S,2026-07-10T16:20:35+00:00,75551095-568a-48b0-a39f-3a3e402a552c,2026-07-10T18:51:08.738000+00:00,X3,outbound,2026-07-10,4073,X3,OXBC,340001328OPA,Barton__Atkinson_Close,340000078HS,Abingdon_Town_Centre__High_Street,2026-07-10T16:15:00+00:00,-1.207943,51.769864,-,80728,14120,-
2.0,2026-07-10T18:46:08.738000+00:00,DepartmentForTransport,2026-07-10T18:46:08.738000+00:00,830f087b-99c1-4727-98d5-857e0c2d5b2f,2026-07-10T18:51:08.738000+00:00,PT5S,2026-07-10T18:46:00+00:00,17e2e95b-427c-4009-b339-522dafdbac0a,2026-07-10T18:51:08.738000+00:00,OXF,inbound,2026-07-10,7082,OXF,OXBC,490008016CS,Heathrow_Airport__Heathrow_Central_Bus_Station,34000000005,Oxford_City_Centre__Gloucester_Green_Bus_Station,2026-07-10T17:15:00+00:00,-1.238281,51.751235,238.0,80024,13971,-
2.0,2026-07-10T18:46:08.738000+00:00,DepartmentForTransport,2026-07-10T18:46:08.738000+00:00,830f087b-99c1-4727-98d5-857e0c2d5b2f,2026-07-10T18:51:08.738000+00:00,PT5S,2026-07-10T15:19:08+00:00,534fe0c8-8b30-42be-9981-c5fc5a2f7d31,2026-07-10T18:51:08.738000+00:00,400,inbound,2026-07-10,4108,400,OXBC,340000006R6,Oxford_City_Centre__Railway_Station,340003241TRN,Wheatley__M40_Services,2026-07-10T14:30:00+00:00,-1.096979,51.738956,-,80784,450121,-
